x,x_category,y,property,group,legend_label,label,condition,source,x_source_column,y_source_column,series_order,color,marker,linestyle,line_width,marker_size,alpha
5.0,5,0.8,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
6.0,6,1.15,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
7.0,7,1.5,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
8.0,8,1.85,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
9.0,9,2.15,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
10.0,10,2.5,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
11.0,11,2.8,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
12.0,12,3.05,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
13.0,13,3.35,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
14.0,14,3.6,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
15.0,15,3.85,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
16.0,16,4.1,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
17.0,17,4.3,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
18.0,18,4.5,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
19.0,19,4.65,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
20.0,20,4.85,qc,$\Delta T$=5 K,$\Delta T$=5 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT5_W,1,#4fa3f7,o,,1.4,5.0,
6.0,6,0.05,qc,$\Delta T$=10 K,$\Delta T$=10 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT10_W,2,#b14cff,^,,1.4,5.5,
7.0,7,0.45,qc,$\Delta T$=10 K,$\Delta T$=10 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT10_W,2,#b14cff,^,,1.4,5.5,
8.0,8,0.8,qc,$\Delta T$=10 K,$\Delta T$=10 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT10_W,2,#b14cff,^,,1.4,5.5,
9.0,9,1.1,qc,$\Delta T$=10 K,$\Delta T$=10 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT10_W,2,#b14cff,^,,1.4,5.5,
10.0,10,1.45,qc,$\Delta T$=10 K,$\Delta T$=10 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT10_W,2,#b14cff,^,,1.4,5.5,
11.0,11,1.75,qc,$\Delta T$=10 K,$\Delta T$=10 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT10_W,2,#b14cff,^,,1.4,5.5,
12.0,12,2.05,qc,$\Delta T$=10 K,$\Delta T$=10 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT10_W,2,#b14cff,^,,1.4,5.5,
13.0,13,2.35,qc,$\Delta T$=10 K,$\Delta T$=10 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT10_W,2,#b14cff,^,,1.4,5.5,
14.0,14,2.6,qc,$\Delta T$=10 K,$\Delta T$=10 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT10_W,2,#b14cff,^,,1.4,5.5,
15.0,15,2.85,qc,$\Delta T$=10 K,$\Delta T$=10 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT10_W,2,#b14cff,^,,1.4,5.5,
16.0,16,3.1,qc,$\Delta T$=10 K,$\Delta T$=10 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT10_W,2,#b14cff,^,,1.4,5.5,
17.0,17,3.3,qc,$\Delta T$=10 K,$\Delta T$=10 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT10_W,2,#b14cff,^,,1.4,5.5,
18.0,18,3.5,qc,$\Delta T$=10 K,$\Delta T$=10 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT10_W,2,#b14cff,^,,1.4,5.5,
19.0,19,3.65,qc,$\Delta T$=10 K,$\Delta T$=10 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT10_W,2,#b14cff,^,,1.4,5.5,
20.0,20,3.85,qc,$\Delta T$=10 K,$\Delta T$=10 K,,,pbse_tec_qc_multicolumn.xlsx,I_A,Qc_DT10_W,2,#b14cff,^,,1.4,5.5,
