x,x_category,y,property,group,legend_label,label,condition,source,x_source_column,y_source_column,series_order,color,marker,linestyle,line_width,marker_size,alpha
300.0,300,1.639,thermal_conductivity,CHY-DEMO-A,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
375.0,375,1.563,thermal_conductivity,CHY-DEMO-A,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
450.0,450,1.537,thermal_conductivity,CHY-DEMO-A,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
525.0,525,1.474,thermal_conductivity,CHY-DEMO-A,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
600.0,600,1.454,thermal_conductivity,CHY-DEMO-A,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
675.0,675,1.401,thermal_conductivity,CHY-DEMO-A,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
750.0,750,1.365,thermal_conductivity,CHY-DEMO-A,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
300.0,300,1.501,thermal_conductivity,CHY-DEMO-B,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
375.0,375,1.435,thermal_conductivity,CHY-DEMO-B,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
450.0,450,1.4,thermal_conductivity,CHY-DEMO-B,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
525.0,525,1.38,thermal_conductivity,CHY-DEMO-B,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
600.0,600,1.305,thermal_conductivity,CHY-DEMO-B,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
675.0,675,1.264,thermal_conductivity,CHY-DEMO-B,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
750.0,750,1.263,thermal_conductivity,CHY-DEMO-B,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
300.0,300,1.407,thermal_conductivity,CHY-DEMO-C,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
375.0,375,1.354,thermal_conductivity,CHY-DEMO-C,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
450.0,450,1.307,thermal_conductivity,CHY-DEMO-C,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
525.0,525,1.248,thermal_conductivity,CHY-DEMO-C,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
600.0,600,1.246,thermal_conductivity,CHY-DEMO-C,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
675.0,675,1.144,thermal_conductivity,CHY-DEMO-C,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
750.0,750,1.147,thermal_conductivity,CHY-DEMO-C,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
300.0,300,1.292,thermal_conductivity,CHY-DEMO-D,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
375.0,375,1.298,thermal_conductivity,CHY-DEMO-D,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
450.0,450,1.246,thermal_conductivity,CHY-DEMO-D,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
525.0,525,1.167,thermal_conductivity,CHY-DEMO-D,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
600.0,600,1.15,thermal_conductivity,CHY-DEMO-D,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
675.0,675,1.105,thermal_conductivity,CHY-DEMO-D,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
750.0,750,1.076,thermal_conductivity,CHY-DEMO-D,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,k-total W/m-K,3,,,,,,
300.0,300,0.109,zt,CHY-DEMO-A,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
375.0,375,0.14,zt,CHY-DEMO-A,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
450.0,450,0.223,zt,CHY-DEMO-A,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
525.0,525,0.304,zt,CHY-DEMO-A,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
600.0,600,0.359,zt,CHY-DEMO-A,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
675.0,675,0.425,zt,CHY-DEMO-A,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
750.0,750,0.496,zt,CHY-DEMO-A,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
300.0,300,0.142,zt,CHY-DEMO-B,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
375.0,375,0.203,zt,CHY-DEMO-B,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
450.0,450,0.289,zt,CHY-DEMO-B,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
525.0,525,0.331,zt,CHY-DEMO-B,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
600.0,600,0.379,zt,CHY-DEMO-B,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
675.0,675,0.482,zt,CHY-DEMO-B,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
750.0,750,0.574,zt,CHY-DEMO-B,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
300.0,300,0.237,zt,CHY-DEMO-C,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
375.0,375,0.255,zt,CHY-DEMO-C,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
450.0,450,0.333,zt,CHY-DEMO-C,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
525.0,525,0.39,zt,CHY-DEMO-C,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
600.0,600,0.465,zt,CHY-DEMO-C,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
675.0,675,0.539,zt,CHY-DEMO-C,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
750.0,750,0.624,zt,CHY-DEMO-C,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
300.0,300,0.265,zt,CHY-DEMO-D,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
375.0,375,0.311,zt,CHY-DEMO-D,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
450.0,450,0.36,zt,CHY-DEMO-D,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
525.0,525,0.439,zt,CHY-DEMO-D,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
600.0,600,0.503,zt,CHY-DEMO-D,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
675.0,675,0.598,zt,CHY-DEMO-D,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
750.0,750,0.69,zt,CHY-DEMO-D,CHY-DEMO-A,,,messy_te_temperature_series.csv,Temp / K,zT value,4,,,,,,
